date,mels_S,lig_S,mels_N,hvac_N,hvac_S,Unnamed: 6,,,,,,,,,,,,,,,,,,
2020/1/15,459.8713687,233.7068521,479.6779655,1381.460853,2027.107643,425.2098047,,,,,,,,,,,,,,,,,,
2020/1/16,561.8882525,230.7121346,467.8451666,1213.533714,939.4932376,259.0248429,,,,,,,,,,,,,,,,,,
2020/1/17,595.417557,212.9806771,488.137157,1288.174786,1960.638753,349.2637002,,,,,,,,,,,,,,,,,,
2020/1/18,241.9633705,62.49642857,218.1579305,852.4780635,1351.317586,276.1863465,,,,,,,,,,,,,,,,,,
2020/1/19,216.3462229,21.40555555,188.7893305,827.929162,703.4998236,195.3148323,,,,,,,,,,,,,,,,,,
2020/1/20,170.6181939,94.82846539,261.7751935,895.5393432,2271.724113,1373.27325,,,,,,,,,,,,,,,,,,
2020/1/21,482.4488871,192.8023348,406.5608678,1161.103262,1319.439438,414.3966211,,,,,,,,,,,,,,,,,,
2020/1/22,630.2299192,218.120233,502.8872177,1312.993099,1841.312655,537.1926508,,,,,,,,,,,,,,,,,,
2020/1/23,464.1269278,242.933583,476.0043725,1396.211627,2113.964187,862.1516493,,,,,,,,,,,,,,,,,,
2020/1/24,407.0098618,195.8490465,410.1812755,1100.853865,2125.87303,952.3394566,,,,,,,,,,,,,,,,,,
2020/1/25,185.6042785,57.2329311,226.6435882,971.1567421,1955.611467,706.5820306,,,,,,,,,,,,,,,,,,
2020/1/26,157.3430123,7.132186145,164.1100403,818.8679939,1651.904008,327.5411218,,,,,,,,,,,,,,,,,,
2020/1/27,429.1104975,168.9718571,415.9888498,1460.99423,2035.908234,639.7896064,,,,,,,,,,,,,,,,,,
2020/1/28,426.9731094,184.5565371,431.6649332,1362.89937,2203.679708,973.8261692,,,,,,,,,,,,,,,,,,
2020/1/29,472.9082146,169.6246202,452.8401857,1478.175679,2171.762646,976.9495793,,,,,,,,,,,,,,,,,,
2020/1/30,389.2864134,183.7842803,436.5370974,1436.370175,2147.528081,935.9166764,,,,,,,,,,,,,,,,,,
2020/1/31,366.7696205,213.7822017,440.2294526,1417.197807,2235.294697,1185.616328,,,,,,,,,,,,,,,,,,
2020/2/1,160.0190429,92.8268254,244.364189,930.225482,2112.995225,901.6554478,,,,,,,,,,,,,,,,,,
2020/2/2,129.5974567,8.981374458,163.5881631,829.9425397,1458.757691,554.3547615,,,,,,,,,,,,,,,,,,
2020/2/3,332.1349675,153.0274603,370.4719752,1240.77498,1409.139176,297.2344076,,,,,,,,,,,,,,,,,,
2020/2/4,439.6786111,180.779881,435.30768,1388.723639,1883.965311,670.5381239,,,,,,,,,,,,,,,,,,
2020/2/5,484.3695556,208.72,475.9784262,1455.673829,2178.446758,1248.347111,,,,,,,,,,,,,,,,,,
2020/2/6,569.9458204,190.399075,515.729165,1551.870105,2296.423491,1547.771187,,,,,,,,,,,,,,,,,,
2020/2/7,501.806123,193.4548333,482.8767548,1348.282579,2374.827175,1747.657641,,,,,,,,,,,,,,,,,,
2020/2/8,183.8553849,64.79470238,243.9663836,992.7053492,1934.351842,695.042502,,,,,,,,,,,,,,,,,,
2020/2/9,159.2313135,21.95440476,170.2073259,827.4711746,1298.884265,370.2419807,,,,,,,,,,,,,,,,,,
2020/2/10,433.2076825,181.9288095,428.0363279,1497.079333,1810.990457,1134.027428,,,,,,,,,,,,,,,,,,
2020/2/11,522.6362053,171.4794708,442.6868728,1276.365323,2191.616988,1715.01988,,,,,,,,,,,,,,,,,,
2020/2/12,393.7098016,206.8541071,453.8835576,1432.232238,2598.313245,1929.658879,,,,,,,,,,,,,,,,,,
2020/2/13,392.7664564,236.6974167,471.8888822,1529.006079,2117.248923,1072.800986,,,,,,,,,,,,,,,,,,
2020/2/14,378.1618413,196.6216865,423.0054457,1379.530091,1819.577718,433.8400839,,,,,,,,,,,,,,,,,,
2020/2/15,191.0640556,52.13547619,217.5054641,889.8257821,2012.071198,752.482865,,,,,,,,,,,,,,,,,,
2020/2/16,170.4523088,11.41949134,169.6471595,810.3396432,2030.198477,769.6399348,,,,,,,,,,,,,,,,,,
2020/2/17,170.8255556,10.29457431,191.2066388,885.1390667,2215.275728,1429.799415,,,,,,,,,,,,,,,,,,
2020/2/18,362.0029318,148.820377,403.2777258,1433.803318,2341.195802,1493.092164,,,,,,,,,,,,,,,,,,
2020/2/19,469.773996,204.3812262,475.9283775,1496.988977,2288.931708,1273.125912,,,,,,,,,,,,,,,,,,
2020/2/20,533.8626905,208.9028611,503.8661739,1424.256072,2038.737591,1562.339357,,,,,,,,,,,,,,,,,,
2020/2/21,507.3983582,200.9674567,475.305849,1355.79426,2290.351789,1325.599314,,,,,,,,,,,,,,,,,,
2020/2/22,124.0683394,100.7493021,266.6965193,920.2643028,2415.590536,1781.104017,,,,,,,,,,,,,,,,,,
2020/2/23,108.1676323,77.38473835,250.1337577,927.1044248,2387.724954,1722.532986,,,,,,,,,,,,,,,,,,
2020/2/24,287.5491667,142.33,348.5578213,1286.796167,2464.567429,1727.562071,,,,,,,,,,,,,,,,,,
2020/2/25,470.7688333,199.5696667,464.3665712,1403.041,2860.872976,2371.192405,,,,,,,,,,,,,,,,,,
2020/2/26,424.2311667,212.5283333,457.1954385,1305.724833,3205.915667,2435.426667,,,,,,,,,,,,,,,,,,
2020/2/27,344.487,213.94,443.7324841,1422.106667,3389.446667,3055.732667,,,,,,,,,,,,,,,,,,
2020/2/28,314.7805,183.3596667,428.4261239,1358.2235,3349.619167,3089.723167,,,,,,,,,,,,,,,,,,
2020/2/29,100.5921667,53.64766667,204.9898568,891.0508333,2537.499619,2147.188976,,,,,,,,,,,,,,,,,,
2020/3/1,71.27833333,10.93,176.0639665,848.8273333,2525.295,2164.306833,,,,,,,,,,,,,,,,,,
2020/3/2,270.498,137.6466667,350.5229809,1295.499,2573.168667,2148.7655,,,,,,,,,,,,,,,,,,
2020/3/3,368.4581667,182.3526667,440.1931478,1449.538333,3210.483,2849.598333,,,,,,,,,,,,,,,,,,
2020/3/4,467.4923333,199.061,463.6859453,1285.027333,3351.856,2967.526,,,,,,,,,,,,,,,,,,
2020/3/5,533.2801667,217.2535,494.4885672,1324.8725,2940.187667,2585.155333,,,,,,,,,,,,,,,,,,
2020/3/6,513.8028333,222.6213333,505.6979376,1333.635833,2609.664667,2194.779833,,,,,,,,,,,,,,,,,,
2020/3/7,127.0838333,58.775,193.4301652,811.2973333,2158.334929,1638.19131,,,,,,,,,,,,,,,,,,
2020/3/8,82.61833334,10.48166667,167.2596755,820.6931667,2520.636333,2209.9125,,,,,,,,,,,,,,,,,,
2020/3/9,393.7293333,162.953,401.7454243,1237.962667,2774.496905,2400.097524,,,,,,,,,,,,,,,,,,
2020/3/10,579.9728333,208.9035,488.6011936,1345.983667,2158.156833,1742.369667,,,,,,,,,,,,,,,,,,
2020/3/11,528.833,199.5745,487.8617612,1204.6555,2964.823,2542.061667,,,,,,,,,,,,,,,,,,
2020/3/12,424.8617381,197.1492857,444.3409693,1178.387552,2933.391741,2542.530446,,,,,,,,,,,,,,,,,,
2020/3/13,427.8233929,196.8610913,433.2751251,961.8161035,2312.825812,1896.525748,,,,,,,,,,,,,,,,,,
2020/3/14,94.70706349,25.89753968,151.9365939,782.6512475,1469.931967,597.7446853,,,,,,,,,,,,,,,,,,
2020/3/15,86.62761905,20.58190476,163.1003638,832.2651724,1367.835138,693.1607301,,,,,,,,,,,,,,,,,,
2020/3/16,139.2611944,136.3283571,272.8280315,979.1457713,1904.250308,1582.075824,,,,,,,,,,,,,,,,,,
2020/3/17,97.96579365,31.10031746,190.7174605,759.4309877,2618.657967,2292.151356,,,,,,,,,,,,,,,,,,
2020/3/18,87.62879365,25.76785714,184.5394727,763.4072128,2643.768472,2329.007161,,,,,,,,,,,,,,,,,,
2020/3/19,60.76190476,24.28464286,184.6020861,836.5734445,2655.068624,2295.310521,,,,,,,,,,,,,,,,,,
2020/3/20,59.22174603,78.00785714,172.1888832,767.3658418,2058.288355,1330.232075,,,,,,,,,,,,,,,,,,
2020/3/21,49.24027778,6.580952379,124.946008,766.2092208,2122.189482,1570.620495,,,,,,,,,,,,,,,,,,
2020/3/22,49.94882756,10.99126984,132.8179466,767.0508258,2134.058163,1582.557119,,,,,,,,,,,,,,,,,,
2020/3/23,48.88,9.689523808,138.162644,804.9996061,1419.857497,1016.338383,,,,,,,,,,,,,,,,,,
2020/3/24,53.45063492,15.99686508,132.6020818,767.1796858,1328.06913,738.7379126,,,,,,,,,,,,,,,,,,
2020/3/25,55.95103175,61.61130953,156.8516315,840.7528784,1254.658001,987.0549512,,,,,,,,,,,,,,,,,,
2020/3/26,59.12128968,46.51234127,160.9946136,880.6312002,1560.607561,839.6632001,,,,,,,,,,,,,,,,,,
2020/3/27,50.93246032,18.67742064,139.0408679,774.0605675,1387.292769,914.9100546,,,,,,,,,,,,,,,,,,
2020/3/28,58.02583333,10.08285714,132.9797065,775.4416144,1853.746668,1098.861856,,,,,,,,,,,,,,,,,,
2020/3/29,62.0390873,17.21571429,138.3605232,803.7898925,1956.811174,1225.044843,,,,,,,,,,,,,,,,,,
2020/3/30,53.88480159,35.30202381,139.7004561,773.0587861,1962.982759,1046.505774,,,,,,,,,,,,,,,,,,
2020/3/31,57.13273809,17.48888889,135.3106133,774.3359127,2072.794116,1377.126188,,,,,,,,,,,,,,,,,,
2020/4/1,63.93309524,17.355,149.9581929,847.0654549,1994.708205,1188.550581,,,,,,,,,,,,,,,,,,
2020/4/2,46.30833333,11.99988095,150.0606911,927.8258737,1593.534509,617.4185818,,,,,,,,,,,,,,,,,,
2020/4/3,33.79468254,26.59511905,141.0159112,813.8432778,1718.270438,527.0388999,,,,,,,,,,,,,,,,,,
2020/4/4,34.74861111,7.394880955,132.5045247,799.1532421,1283.567491,469.8134594,,,,,,,,,,,,,,,,,,
2020/4/5,34.06880952,11.565,136.1129444,794.329663,855.311102,264.1693011,,,,,,,,,,,,,,,,,,
2020/4/6,32.22019841,18.04190476,127.6295727,765.5479924,1725.818023,919.0994067,,,,,,,,,,,,,,,,,,
2020/4/7,39.86710317,21.60706349,134.5446137,798.8403651,1743.503789,918.883293,,,,,,,,,,,,,,,,,,
2020/4/8,50.49751159,37.65822541,168.0257924,828.8107587,2470.748651,2075.904474,,,,,,,,,,,,,,,,,,
2020/4/9,35.55099206,27.17682539,142.8145755,798.7661645,2478.189747,2158.633181,,,,,,,,,,,,,,,,,,
2020/4/10,49.24692944,39.85628504,186.5836799,830.4462404,2612.578991,2206.060523,,,,,,,,,,,,,,,,,,
2020/4/11,31.94273809,10.26238095,126.6440348,784.0285945,2212.156659,1607.684533,,,,,,,,,,,,,,,,,,
2020/4/12,33.1786508,10.75269841,133.924492,786.0261111,2361.163103,1851.74297,,,,,,,,,,,,,,,,,,
2020/4/13,33.71880953,9.469007936,154.2596782,849.3370556,2465.965733,2100.588094,,,,,,,,,,,,,,,,,,
2020/4/14,40.39873016,29.81301587,196.2090358,830.6736093,2975.712953,2723.524085,,,,,,,,,,,,,,,,,,
2020/4/15,35.1531746,25.87246032,207.7681046,819.1942226,3226.438249,2868.496443,,,,,,,,,,,,,,,,,,
2020/4/16,52.17329365,53.08178572,198.9659837,801.4258611,2689.239765,2361.718067,,,,,,,,,,,,,,,,,,
2020/4/17,30.34507937,29.94920996,151.2355488,815.3329098,2255.135368,1785.344455,,,,,,,,,,,,,,,,,,
2020/4/18,30.89386905,12.22904762,128.3591191,811.3082403,1872.184447,952.5945013,,,,,,,,,,,,,,,,,,
2020/4/19,30.9484127,9.894563492,134.2758682,792.2332381,2399.212259,1971.453722,,,,,,,,,,,,,,,,,,
2020/4/20,29.64365079,9.02861111,147.1777146,850.5239841,2442.176621,2009.652821,,,,,,,,,,,,,,,,,,
2020/4/21,36.53414142,22.69619048,172.5932098,856.9753506,2600.583675,2245.18443,,,,,,,,,,,,,,,,,,
2020/4/22,54.8575,59.02238095,216.3089634,886.8334325,2862.789572,2572.245704,,,,,,,,,,,,,,,,,,
2020/4/23,36.91968254,53.82873016,209.8061603,794.215062,3106.362815,2783.965128,,,,,,,,,,,,,,,,,,
2020/4/24,24.47968254,45.09869048,214.3596472,788.6670317,3441.190721,3111.986708,,,,,,,,,,,,,,,,,,
2020/4/25,36.42234127,20.945,195.4448553,783.7806667,3378.740522,3008.236036,,,,,,,,,,,,,,,,,,
2020/4/26,29.14416667,9.851349206,156.8050504,819.9289881,2723.958014,2353.982523,,,,,,,,,,,,,,,,,,
2020/4/27,35.67984127,46.6968254,209.1970647,840.7366944,3097.525765,2758.780839,,,,,,,,,,,,,,,,,,
2020/4/28,33.40045635,48.79464286,227.3877884,815.5050397,3426.707839,3088.77339,,,,,,,,,,,,,,,,,,
2020/4/29,32.2506746,55.0118254,197.0078325,818.9312817,2952.404673,2585.98174,,,,,,,,,,,,,,,,,,
2020/4/30,35.79777778,32.09654762,176.36046,818.6020198,2818.721696,2448.213925,,,,,,,,,,,,,,,,,,
2020/5/1,31.58626984,34.03518254,190.8470295,821.527623,2870.058208,2508.31299,,,,,,,,,,,,,,,,,,
2020/5/2,23.92174603,18.98361111,143.2163739,769.9676468,2383.582405,1883.332299,,,,,,,,,,,,,,,,,,
2020/5/3,21.74214285,3.20873016,150.5661037,912.4704881,2522.006023,2154.817346,,,,,,,,,,,,,,,,,,
2020/5/4,23.95519841,21.23896825,184.2664079,834.8168056,2983.90731,2607.751571,,,,,,,,,,,,,,,,,,
2020/5/5,41.23952381,91.35357143,241.1970017,808.8582421,3028.429259,2617.57172,,,,,,,,,,,,,,,,,,
2020/5/6,23.03801587,21.46496753,181.6518744,802.3016858,3078.937772,2653.263969,,,,,,,,,,,,,,,,,,
2020/5/7,33.14666667,81.94666667,248.3225107,833.9803135,3743.368124,3326.534414,,,,,,,,,,,,,,,,,,
2020/5/8,34.45984151,42.00691767,220.1787233,800.179091,3821.939388,3413.346673,,,,,,,,,,,,,,,,,,
2020/5/9,25.09383477,20.52428211,147.5888611,785.9257417,2602.483077,2206.678241,,,,,,,,,,,,,,,,,,
2020/5/10,22.91166667,5.563376622,122.3445481,779.620355,2409.482336,2013.682528,,,,,,,,,,,,,,,,,,
2020/5/11,27.12438312,46.25184527,179.0614254,837.8245572,2599.278691,2169.136425,,,,,,,,,,,,,,,,,,
2020/5/12,28.59572871,22.5745671,137.9015989,821.848904,2240.672253,1551.164569,,,,,,,,,,,,,,,,,,
2020/5/13,23.52964286,11.40794011,152.3679303,851.3748084,2489.630557,2025.123718,,,,,,,,,,,,,,,,,,
2020/5/14,55.77075397,13.72781746,155.5363721,806.5610631,2609.2854,2152.243883,,,,,,,,,,,,,,,,,,
2020/5/15,41.21722583,25.07242424,181.8660014,841.4168185,2787.185516,2383.978464,,,,,,,,,,,,,,,,,,
2020/5/16,33.21170635,10.37239178,143.4194137,792.910074,2521.910255,1947.129253,,,,,,,,,,,,,,,,,,
2020/5/17,34.20888167,13.7066847,138.4584269,790.3299109,2326.75322,1805.090718,,,,,,,,,,,,,,,,,,
2020/5/18,33.51507937,17.00345599,144.3771588,846.9381526,1974.427118,1323.597965,,,,,,,,,,,,,,,,,,
2020/5/19,53.27069986,17.74303391,186.5297117,925.7782742,2563.357517,2016.026095,,,,,,,,,,,,,,,,,,
2020/5/20,41.65373016,59.34105339,196.7710088,832.4747587,2718.800446,2298.423984,,,,,,,,,,,,,,,,,,
2020/5/21,71.78261905,41.63434704,200.0730851,834.3197735,2674.101541,2219.222495,,,,,,,,,,,,,,,,,,
2020/5/22,61.71646825,48.07979798,213.6455428,873.7698593,2789.544961,2295.972698,,,,,,,,,,,,,,,,,,
2020/5/23,54.73504329,6.832094154,169.752406,843.1081569,2599.876988,1809.015132,,,,,,,,,,,,,,,,,,
2020/5/24,55.18996031,4.354379507,189.9709074,829.690653,3025.482764,2490.147914,,,,,,,,,,,,,,,,,,
2020/5/25,32.79412698,5.143780661,226.2785552,815.7497507,4003.362562,3480.018984,,,,,,,,,,,,,,,,,,
2020/5/26,37.68242064,15.44675685,238.9555724,826.0231086,4344.895464,3742.891668,,,,,,,,,,,,,,,,,,
2020/5/27,53.82179293,54.07508478,274.1185289,836.8305649,4895.196376,4222.910968,,,,,,,,,,,,,,,,,,
2020/5/28,61.95073233,58.85532107,228.9505513,836.3744235,3165.056359,2649.819809,,,,,,,,,,,,,,,,,,
2020/5/29,61.24051587,17.33866522,162.2728397,829.0605628,2486.622148,1829.506089,,,,,,,,,,,,,,,,,,
2020/5/30,47.58034993,9.295714286,134.3010342,775.0908149,1685.61193,788.3618128,,,,,,,,,,,,,,,,,,
2020/5/31,45.94960317,13.80621934,141.9872053,809.8216205,2334.966473,1691.315504,,,,,,,,,,,,,,,,,,
2020/6/1,55.49832251,23.8554329,164.7349093,798.6512868,2668.957755,2173.812298,,,,,,,,,,,,,,,,,,
2020/6/2,61.1099495,46.2230303,218.1220596,793.0038792,3454.306589,2947.495954,,,,,,,,,,,,,,,,,,
2020/6/3,82.50349911,63.1257137,258.5464443,861.9230481,4040.254088,3439.359186,,,,,,,,,,,,,,,,,,
2020/6/4,34.42960318,63.29474387,228.0143627,803.4684069,3752.929102,3218.889023,,,,,,,,,,,,,,,,,,
2020/6/5,12.82954184,35.08074675,158.1701418,819.1263189,1392.43768,1052.202364,,,,,,,,,,,,,,,,,,
2020/6/6,27.97551227,10.95905483,139.3428785,797.3440408,915.1093741,270.1210421,,,,,,,,,,,,,,,,,,
2020/6/7,28.42830087,14.95364718,136.3453752,835.8440588,1603.264502,882.146057,,,,,,,,,,,,,,,,,,
2020/6/8,36.55103174,30.45170635,172.3320461,825.6423488,2631.934703,2080.027009,,,,,,,,,,,,,,,,,,
2020/6/9,19.34935065,34.51634199,204.1260574,838.8232915,3379.303794,2916.462575,,,,,,,,,,,,,,,,,,
2020/6/10,20.69412698,17.9682215,191.1651177,836.7333445,3490.300631,3034.520321,,,,,,,,,,,,,,,,,,
2020/6/11,23.1084127,70.56170635,219.3160167,822.192474,3418.91138,2954.660939,,,,,,,,,,,,,,,,,,
2020/6/12,19.49976912,16.75766955,150.5328459,806.9438286,2483.164569,1900.741954,,,,,,,,,,,,,,,,,,
2020/6/13,10.02976191,12.55842713,126.5717718,807.205667,1805.756969,820.6665093,,,,,,,,,,,,,,,,,,
2020/6/14,9.26985209,13.72503607,132.0821246,840.9721677,2380.24437,1681.599812,,,,,,,,,,,,,,,,,,
2020/6/15,9.80269841,17.76914863,160.2873278,827.1923027,2858.677476,2394.868608,,,,,,,,,,,,,,,,,,
2020/6/16,20.40933261,42.74698774,200.1172898,913.9332233,2776.812769,2319.162028,,,,,,,,,,,,,,,,,,
2020/6/17,10.02778499,19.68051587,193.7185734,822.0538474,3301.481155,2761.197246,,,,,,,,,,,,,,,,,,
2020/6/18,28.00590188,32.50153319,229.0471612,807.3884354,4134.378555,3545.624391,,,,,,,,,,,,,,,,,,
2020/6/19,14.30398268,13.63161617,159.2887303,808.7831786,3021.019519,2507.320636,,,,,,,,,,,,,,,,,,
2020/6/20,8.493066378,13.23813852,125.5330229,801.670246,2235.669485,1210.614814,,,,,,,,,,,,,,,,,,
2020/6/21,8.962196968,14.04695887,162.0803762,824.7379683,2832.959707,2192.006474,,,,,,,,,,,,,,,,,,
2020/6/22,17.92699856,13.90572871,155.5400249,809.8993442,2720.931294,2233.197232,,,,,,,,,,,,,,,,,,
2020/6/23,26.82218254,18.52395743,141.2554199,823.5937677,2491.766621,2040.458078,,,,,,,,,,,,,,,,,,
2020/6/24,18.8950469,18.07430736,151.0959022,859.7861869,2504.275917,2049.153042,,,,,,,,,,,,,,,,,,
2020/6/25,24.00434704,44.69273809,172.8182102,812.2742561,2588.773947,2125.43588,,,,,,,,,,,,,,,,,,
2020/6/26,9.075227269,10.3899026,126.4458196,818.1630238,2449.550156,2016.212228,,,,,,,,,,,,,,,,,,
2020/6/27,8.707579366,11.80829365,130.7928864,805.1702251,2119.200997,918.9363267,,,,,,,,,,,,,,,,,,
2020/6/28,8.148373014,11.22885281,135.8339777,843.192618,688.3213585,147.8216169,,,,,,,,,,,,,,,,,,
2020/6/29,13.72226191,49.34860101,158.9821901,876.0573315,2414.664352,1884.193285,,,,,,,,,,,,,,,,,,
2020/6/30,26.59524892,64.08805555,215.9215015,893.9329892,3008.511824,2576.504603,,,,,,,,,,,,,,,,,,
2020/7/1,11.49504329,28.58387446,167.5306976,892.3422161,2651.114194,2165.919844,,,,,,,,,,,,,,,,,,
2020/7/2,9.495645742,39.81403319,162.3721759,884.5101865,2385.695122,1711.323717,,,,,,,,,,,,,,,,,,
2020/7/3,5.611825396,10.68674242,135.5570272,885.8265738,2389.801728,1898.347245,,,,,,,,,,,,,,,,,,
2020/7/4,5.477489176,12.97591991,156.9352283,847.9652976,2671.610848,2115.580786,,,,,,,,,,,,,,,,,,
2020/7/5,5.558268396,16.0072619,201.0521216,886.1814206,3303.816285,2811.105251,,,,,,,,,,,,,,,,,,
2020/7/6,7.12587662,19.10517316,222.0279205,1069.199339,3113.905208,2545.934936,,,,,,,,,,,,,,,,,,
2020/7/7,29.98833694,57.0230772,216.6414784,920.1210913,3033.152595,2492.711984,,,,,,,,,,,,,,,,,,
2020/7/8,17.70179293,24.3016342,202.8838665,915.1308701,3215.022864,2698.704423,,,,,,,,,,,,,,,,,,
2020/7/9,26.46238095,82.68621032,222.8281077,892.653908,3100.750038,2604.883648,,,,,,,,,,,,,,,,,,
2020/7/10,12.39450938,53.64715729,208.3097938,860.0863294,3232.98773,2728.729164,,,,,,,,,,,,,,,,,,
2020/7/11,109.0398768,82.04202284,253.2077364,924.4758431,2406.21861,1789.458104,,,,,,,,,,,,,,,,,,
2020/7/12,121.5086822,84.91003196,265.5501323,955.3761269,2562.091529,1915.599394,,,,,,,,,,,,,,,,,,
2020/7/13,120.6371305,90.01769131,267.2549397,947.7364519,2531.73992,1885.055907,,,,,,,,,,,,,,,,,,
2020/7/14,102.8280779,119.9175584,276.28245,933.3513541,2526.090329,1905.818356,,,,,,,,,,,,,,,,,,
2020/7/15,10.76115079,70.18813492,153.308259,738.954254,2474.375993,2068.019614,,,,,,,,,,,,,,,,,,
2020/7/16,6.365303028,61.31640079,166.7436665,889.491131,2395.456512,1982.81159,,,,,,,,,,,,,,,,,,
2020/7/17,6.602380955,29.47520491,138.2639755,813.7155429,2382.012008,1801.510462,,,,,,,,,,,,,,,,,,
2020/7/18,6.318903324,24.94737951,123.6168218,828.2024773,2234.594185,1600.256025,,,,,,,,,,,,,,,,,,
2020/7/19,5.989841276,16.79255051,143.3832294,846.7724419,2460.102287,1998.535575,,,,,,,,,,,,,,,,,,
2020/7/20,5.567593801,56.00640043,182.8241511,1017.449292,2357.638041,1767.713058,,,,,,,,,,,,,,,,,,
2020/7/21,5.658354975,49.7747583,150.0704771,858.1958312,2414.536796,1869.343931,,,,,,,,,,,,,,,,,,
2020/7/22,5.220609667,80.97834668,162.7794785,839.7923957,2156.743472,1234.784851,,,,,,,,,,,,,,,,,,
2020/7/23,6.023506491,127.3929398,218.7257138,894.8143153,2481.594266,1987.306231,,,,,,,,,,,,,,,,,,
2020/7/24,6.230966813,55.0568254,175.270314,940.6398239,2514.670379,1927.531177,,,,,,,,,,,,,,,,,,
2020/7/25,5.451926406,17.02311328,124.4220644,819.2364246,2253.931828,1593.025735,,,,,,,,,,,,,,,,,,
2020/7/26,5.636536798,18.54562049,151.302767,860.7003875,2532.178504,2050.795325,,,,,,,,,,,,,,,,,,
2020/7/27,7.93115801,56.61652778,183.5200262,856.2080866,2665.593835,2200.021619,,,,,,,,,,,,,,,,,,
2020/7/28,6.541172441,49.86694877,179.3715575,862.6941241,2675.20512,2213.741065,,,,,,,,,,,,,,,,,,
2020/7/29,7.244873741,79.81019769,195.8337735,843.0306952,2732.592824,2239.305497,,,,,,,,,,,,,,,,,,
2020/7/30,9.508874465,117.6467756,219.098359,888.2156836,2660.869209,2204.550147,,,,,,,,,,,,,,,,,,
2020/7/31,84.38995291,101.8240077,255.7477525,924.1223309,2735.755263,2169.551567,,,,,,,,,,,,,,,,,,
2020/8/1,6.586933628,21.75410534,160.1353365,812.3354019,2663.099863,1894.673116,,,,,,,,,,,,,,,,,,
2020/8/2,7.881789326,14.50414863,156.5288722,802.2518532,2803.291687,2333.390254,,,,,,,,,,,,,,,,,,
2020/8/3,8.52044733,24.92916667,217.2908384,880.2505278,3510.202783,2982.345943,,,,,,,,,,,,,,,,,,
2020/8/4,13.20821428,142.4573416,244.429467,933.5922323,2784.220357,2252.411354,,,,,,,,,,,,,,,,,,
2020/8/5,12.53273449,88.01357865,160.2616968,833.4636227,2098.314865,1324.346202,,,,,,,,,,,,,,,,,,
2020/8/6,12.72924243,69.3529127,185.9118515,829.032439,2407.772144,1685.761473,,,,,,,,,,,,,,,,,,
2020/8/7,17.4231241,56.35932359,187.9743816,810.4285411,2932.578826,2421.256552,,,,,,,,,,,,,,,,,,
2020/8/8,15.82757937,21.95804473,137.127681,802.9385747,2453.552946,1963.565026,,,,,,,,,,,,,,,,,,
2020/8/9,15.23491703,18.15249279,163.3602147,795.0703824,2898.585137,2455.178273,,,,,,,,,,,,,,,,,,
2020/8/10,34.61304792,46.47835445,192.1928326,867.3047185,2753.381166,2236.712714,,,,,,,,,,,,,,,,,,
2020/8/11,17.20554098,135.5584608,220.7636181,914.6967275,2463.674199,1926.761823,,,,,,,,,,,,,,,,,,
2020/8/12,15.56048341,106.370351,220.1949327,906.5901133,2841.291192,2348.839226,,,,,,,,,,,,,,,,,,
2020/8/13,21.58184822,50.56652338,202.1258586,834.1785074,3245.928988,2771.295432,,,,,,,,,,,,,,,,,,
2020/8/14,14.12279942,54.5345202,258.8811496,867.7963752,4710.809037,4118.092435,,,,,,,,,,,,,,,,,,
2020/8/15,10.9356746,17.2402381,235.0746973,811.6446663,4970.107167,4170.784975,,,,,,,,,,,,,,,,,,
2020/8/16,10.59136002,17.68782467,237.955649,805.5535913,5242.118225,4431.300201,,,,,,,,,,,,,,,,,,
2020/8/17,10.58876984,47.9850938,256.6896426,826.1357854,4568.738124,3870.147512,,,,,,,,,,,,,,,,,,
2020/8/18,11.38145383,163.4940404,301.5866385,866.4161966,4766.843137,4056.959557,,,,,,,,,,,,,,,,,,
2020/8/19,9.69611111,67.61557937,267.1762384,840.084526,4900.457951,4292.992894,,,,,,,,,,,,,,,,,,
2020/8/20,12.17174603,66.33644445,213.5528905,833.7845487,3613.709861,2956.947925,,,,,,,,,,,,,,,,,,
2020/8/21,11.5999495,76.62138889,214.9005642,868.4128016,3617.961531,2870.78419,,,,,,,,,,,,,,,,,,
2020/8/22,9.985357141,27.77646825,216.5665779,780.0731241,4069.611151,3088.274186,,,,,,,,,,,,,,,,,,
2020/8/23,10.14022727,17.22390693,224.5277352,779.4157071,3987.945872,3057.282319,,,,,,,,,,,,,,,,,,
2020/8/24,9.82407287,59.83766053,267.6099106,963.0475949,4211.780424,3189.133389,,,,,,,,,,,,,,,,,,
2020/8/25,16.01171717,135.7362265,292.3346824,867.1872572,4150.9505,3529.972528,,,,,,,,,,,,,,,,,,
2020/8/26,11.24784993,73.13927525,275.4179221,864.7050462,4053.166639,3615.630888,,,,,,,,,,,,,,,,,,
2020/8/27,16.31854979,148.0990592,279.7870203,839.7044502,3498.405223,3255.699467,,,,,,,,,,,,,,,,,,
2020/8/28,13.30727994,94.91167713,269.620486,821.8641407,3929.999204,3477.195674,,,,,,,,,,,,,,,,,,
2020/8/29,17.03588024,15.19039683,198.7253896,792.9895054,3329.037362,2958.53104,,,,,,,,,,,,,,,,,,
2020/8/30,17.02763709,18.93039322,213.4205638,789.2954001,3464.106188,3060.814037,,,,,,,,,,,,,,,,,,
2020/8/31,15.19331169,42.61938492,249.1648407,857.4215209,3773.860748,3204.089872,,,,,,,,,,,,,,,,,,
